Date,Airport,Departure Punctuality %,Arrival Punctuality %,Avg Departure Schedule Delay,Avg Arrival Schedule Delay,Avg Departure - Arrival Schedule Delay,Operated Schedules %,Country,Month,Weekday,Is_Weekend,Season,Airport_Size,Temperature,Precipitation,WindSpeed,Delayed
2024-04-02,Palma de Mallorca,77.27,85.1,14.1461039,12.48945916,1.656644735,90.49,Spain,4,1,0,Spring,Small,15.0,0.0,20.1,0
2022-03-22,Barcelona,87.5,91.61,8.893382353,7.129744526,1.763637827,96.21,Spain,3,1,0,Spring,Large,11.4,3.2,26.0,0
2024-03-14,Barcelona,72.55,82.62,12.97669053,7.686071429,5.290619104,94.6,Spain,3,3,0,Spring,Large,11.7,0.0,21.4,0
2022-01-25,Madrid Barajas,94.75,91.21,5.462962963,6.261161616,-0.798198653,89.97,Spain,1,1,0,Winter,Large,5.0,0.1,9.2,0
2025-05-19,Palma de Mallorca,60.55,73.33,20.36180905,14.41282051,5.948988532,93.24,Spain,5,0,0,Spring,Small,20.3,0.2,27.8,1
2024-12-01,Madrid Barajas,70.15,81.83,14.32761578,8.543209877,5.784405904,95.54,Spain,12,6,1,Winter,Large,8.5,0.5,7.4,0
2026-05-03,Barcelona,59.17,77.44,21.14748201,12.40863418,8.738847839,98.1,Spain,5,6,1,Spring,Large,16.8,1.0,12.4,1
2025-04-07,Barcelona,76.41,82.62,11.54883041,7.463378906,4.085451503,96.67,Spain,4,0,0,Spring,Large,14.9,0.0,13.6,0
2026-01-14,Madrid Barajas,78.83,83.91,12.07378641,9.881653747,2.192132661,95.32,Spain,1,2,0,Winter,Large,7.8,6.3,9.1,0
2025-12-02,Madrid Barajas,70.06,85.12,14.0702403,8.369334589,5.700905707,95.03,Spain,12,1,0,Winter,Large,4.4,1.6,10.7,0
2022-06-02,Barcelona,63.91,69.53,19.15272031,17.25984496,1.892875345,95.14,Spain,6,3,0,Summer,Large,20.4,0.0,10.5,1
2026-04-18,Palma de Mallorca,84.69,90.72,7.464285714,4.279467354,3.18481836,94.09,Spain,4,5,1,Spring,Small,16.3,0.0,14.1,0
2024-02-20,Madrid Barajas,86.03,92.45,10.35020243,4.045646259,6.304556171,91.35,Spain,2,1,0,Winter,Large,9.6,0.0,11.2,0
2025-08-08,Palma de Mallorca,64.08,73.83,16.45306122,11.55057471,4.902486512,92.82,Spain,8,4,0,Summer,Small,27.2,0.0,16.1,1
2024-06-29,Madrid Barajas,47.54,55.54,32.08705986,29.5003222,2.586737656,94.94,Spain,6,5,1,Summer,Large,19.9,2.6,19.0,1
2025-08-03,Palma de Mallorca,57.17,76.45,21.45660377,15.76322394,5.693379835,93.1,Spain,8,6,1,Summer,Small,25.7,0.0,14.0,1
2025-08-06,Madrid Barajas,61.68,79.2,20.42439863,11.8548238,8.569574824,95.67,Spain,8,2,0,Summer,Large,30.6,0.0,26.2,1
2025-08-14,Barcelona,66.24,80.33,16.84124088,11.76187007,5.079370809,97.55,Spain,8,3,0,Summer,Large,27.9,0.0,14.0,1
2024-11-10,Barcelona,83.3,89.15,9.284796574,6.537997108,2.746799466,98.13,Spain,11,6,1,Autumn,Large,15.9,0.1,16.8,0
2022-01-22,Madrid Barajas,92.01,93.31,5.860946746,3.893120155,1.967826591,90.81,Spain,1,5,1,Winter,Large,2.2,0.0,15.2,0
2023-08-08,Palma de Mallorca,72.12,82.65,16.12119816,10.27442922,5.846768933,95.41,Spain,8,1,0,Summer,Small,24.5,0.0,17.4,1
2024-12-20,Madrid Barajas,66.83,79.25,15.57723577,11.42788671,4.149349062,94.58,Spain,12,4,0,Winter,Large,5.5,0.0,18.2,1
2024-07-26,Barcelona,54.68,72.16,24.69024857,18.05776515,6.632483414,97.51,Spain,7,4,0,Summer,Large,25.1,0.0,12.5,1
2025-12-10,Palma de Mallorca,85.59,87.93,10.40540541,6.760201149,3.645204256,95.24,Spain,12,2,0,Winter,Small,13.0,0.0,7.8,0
2022-10-12,Palma de Mallorca,79.48,79.02,12.58078035,11.33568008,1.24510027,94.67,Spain,10,2,0,Autumn,Small,19.9,0.7,23.8,0
2025-11-08,Barcelona,83.25,92.89,8.445812808,4.619934641,3.825878167,96.23,Spain,11,5,1,Autumn,Large,13.3,3.9,12.2,0
2022-02-01,Barcelona,94.71,92.31,3.572115385,3.736458333,-0.164342949,91.95,Spain,2,1,0,Winter,Large,9.9,1.6,14.1,0
2026-03-31,Madrid Barajas,72.37,83.02,13.91186441,8.476529445,5.435334961,89.31,Spain,3,1,0,Spring,Large,13.6,0.0,26.3,0
2024-03-09,Barcelona,73.7,76.64,13.54739583,12.71478565,0.832610182,98.72,Spain,3,5,1,Spring,Large,12.3,25.5,39.3,0
2023-05-01,Madrid Barajas,61.82,71.66,21.21212121,14.72936345,6.482757762,88.97,Spain,5,0,0,Spring,Large,18.5,0.0,15.3,1
2025-02-18,Barcelona,86.28,87.88,10.79301746,8.491666667,2.30135079,97.16,Spain,2,1,0,Winter,Large,11.8,0.4,8.3,0
2022-05-01,Madrid Barajas,89.37,89.04,8.58329718,5.69541387,2.88788331,95.03,Spain,5,6,1,Spring,Large,17.1,0.0,11.5,0
2024-09-26,Barcelona,46.3,53.87,28.73148148,26.66995695,2.061524532,96.56,Spain,9,3,0,Autumn,Large,23.5,0.0,23.0,1
2022-11-06,Barcelona,70.25,78.55,14.2459596,13.39057567,0.855383923,98.66,Spain,11,6,1,Autumn,Large,14.7,0.0,16.3,0
2023-12-10,Madrid Barajas,60.23,67.04,20.57223265,18.3095679,2.262664744,93.97,Spain,12,6,1,Winter,Large,10.7,0.4,11.0,1
2026-03-19,Barcelona,76.02,87.12,11.15417559,6.437267525,4.716908064,97.93,Spain,3,3,0,Spring,Large,12.7,0.6,23.1,0
2025-10-17,Palma de Mallorca,67.38,74.72,16.37352246,12.87220957,3.501312891,95.37,Spain,10,4,0,Autumn,Small,18.2,1.3,9.4,1
2023-06-12,Barcelona,63.74,73.2,18.47972973,14.25942192,4.220307808,97.24,Spain,6,0,0,Summer,Large,23.0,0.3,13.4,1
2024-07-23,Palma de Mallorca,53.16,66.67,27.19198312,20.50028129,6.691701828,92.75,Spain,7,1,0,Summer,Small,25.2,0.0,19.6,1
2022-04-29,Madrid Barajas,85.86,86.86,9.491325137,8.132854209,1.358470927,95.27,Spain,4,4,0,Spring,Large,15.0,0.0,13.2,0
2024-09-17,Madrid Barajas,71.65,83.11,14.07277872,8.929307432,5.143471289,96.03,Spain,9,1,0,Autumn,Large,20.1,0.0,18.6,0
2022-10-06,Palma de Mallorca,66.28,60.73,20.15835777,20.56553672,-0.407178952,90.51,Spain,10,3,0,Autumn,Small,20.5,5.9,21.0,1
2023-01-14,Barcelona,84.74,87.81,8.62305296,6.6075,2.01555296,96.46,Spain,1,5,1,Winter,Large,9.5,0.0,21.5,0
2023-05-11,Barcelona,75.76,79.27,12.83766234,10.1386969,2.698965433,98.53,Spain,5,3,0,Spring,Large,16.2,3.9,24.9,0
2022-04-05,Madrid Barajas,85.81,86.7,8.347780204,6.919807834,1.427972369,91.94,Spain,4,1,0,Spring,Large,5.8,0.0,15.6,0
2022-07-04,Barcelona,57.92,65.78,23.4208243,18.25717439,5.163649902,96.83,Spain,7,0,0,Summer,Large,24.7,0.0,15.1,1
2022-07-25,Barcelona,69.58,70.09,14.90371991,14.54326637,0.360453543,94.6,Spain,7,0,0,Summer,Large,25.4,0.0,19.4,0
2023-02-15,Barcelona,82.85,85.17,8.968023256,7.17621124,1.791812016,96.45,Spain,2,2,0,Winter,Large,8.3,0.0,11.3,0
2023-09-03,Madrid Barajas,44.78,53.2,32.36940299,27.19871554,5.170687446,94.26,Spain,9,6,1,Autumn,Large,18.3,36.0,18.7,1
2024-06-28,Madrid Barajas,49.92,57.35,31.19800333,27.90885076,3.289152565,94.98,Spain,6,4,0,Summer,Large,23.5,1.3,18.5,1
2026-03-27,Madrid Barajas,74.1,81.75,13.97174254,8.780967239,5.190775304,94.86,Spain,3,4,0,Spring,Large,10.5,0.0,20.3,0
2022-08-20,Palma de Mallorca,40.57,44.29,34.37704918,31.41095238,2.966096799,94.03,Spain,8,5,1,Summer,Small,25.3,0.0,17.1,1
2022-01-03,Madrid Barajas,84.34,87.86,10.18554217,6.746349206,3.439192962,94.26,Spain,1,0,0,Winter,Large,6.3,0.0,8.4,0
2022-11-02,Barcelona,78.87,82.82,10.76338028,10.68530516,0.078075117,96.09,Spain,11,2,0,Autumn,Large,18.0,0.3,13.4,0
2022-02-12,Palma de Mallorca,91.53,94.02,5.56779661,4.97977208,0.58802453,94.53,Spain,2,5,1,Winter,Small,11.0,0.1,13.8,0
2025-09-24,Madrid Barajas,61.12,72.74,20.54499151,15.5673481,4.977643413,93.89,Spain,9,2,0,Autumn,Large,14.7,0.0,15.4,1
2022-06-18,Barcelona,50.25,66.33,26.79040404,23.11101413,3.679389909,95.8,Spain,6,5,1,Summer,Large,24.8,0.0,13.8,1
2022-12-04,Palma de Mallorca,88.19,87.67,7.326388889,8.736986301,-1.410597412,95.57,Spain,12,6,1,Winter,Small,13.1,1.4,22.3,0
2023-12-25,Madrid Barajas,85.99,94.16,8.734299517,4.287013536,4.447285981,94.85,Spain,12,0,0,Winter,Large,2.2,0.0,9.4,0
2025-11-18,Barcelona,87.85,91.55,6.723163842,5.443755869,1.279407973,96.57,Spain,11,1,0,Autumn,Large,12.6,0.0,11.9,0
2022-04-04,Palma de Mallorca,77.27,79.09,10.53604798,10.62997465,-0.093926672,93.84,Spain,4,0,0,Spring,Small,10.1,0.2,35.5,0
2024-04-23,Barcelona,73.97,81.48,13.40057845,11.41830065,1.982277799,98.77,Spain,4,1,0,Spring,Large,10.7,4.7,20.5,0
2023-11-11,Palma de Mallorca,88.89,93.83,6.456790123,3.926440329,2.530349794,93.92,Spain,11,5,1,Autumn,Small,17.6,0.0,24.9,0
2024-08-04,Madrid Barajas,63.57,80.11,19.48161121,12.28306925,7.19854196,95.27,Spain,8,6,1,Summer,Large,29.8,0.0,18.6,1
2026-05-22,Madrid Barajas,71.95,81.86,16.16164818,8.988958991,7.172689187,94.86,Spain,5,4,0,Spring,Large,23.4,0.0,11.8,1
2023-05-31,Madrid Barajas,69.2,74.95,17.80797101,15.88870473,1.919266288,96.12,Spain,5,2,0,Spring,Large,17.2,0.1,9.8,1
2023-09-05,Palma de Mallorca,69.98,73.93,15.46489104,12.69597156,2.768919477,96.65,Spain,9,1,0,Autumn,Small,26.6,0.0,19.9,1
2022-07-31,Barcelona,60.89,70.58,20.73344444,16.04159292,4.691851524,95.15,Spain,7,6,1,Summer,Large,26.6,0.0,19.2,1
2025-12-11,Madrid Barajas,74.11,84.53,14.84107143,10.43552158,4.405549846,92.34,Spain,12,3,0,Winter,Large,7.5,0.0,7.7,0
2022-03-26,Barcelona,84.94,87.36,9.038610039,6.523563218,2.51504682,94.7,Spain,3,5,1,Spring,Large,12.4,4.8,36.1,0
2024-08-27,Barcelona,72.21,81.3,16.73921569,11.37340786,5.365807827,96.55,Spain,8,1,0,Summer,Large,25.4,0.3,20.2,1
2022-09-26,Palma de Mallorca,68.99,72.38,18.1664944,17.48495311,0.68154129,94.23,Spain,9,0,0,Autumn,Small,20.7,8.5,27.1,1
2023-11-11,Barcelona,82.04,86.44,9.321715818,6.969148936,2.352566882,98.18,Spain,11,5,1,Autumn,Large,14.7,0.0,11.2,0
2024-11-20,Madrid Barajas,53.27,56.53,23.80242991,24.04574005,-0.243310143,93.86,Spain,11,2,0,Autumn,Large,10.6,0.0,15.6,1
2022-08-25,Madrid Barajas,69.84,76.95,16.55753968,12.23049432,4.327045361,96.46,Spain,8,3,0,Summer,Large,27.0,0.5,20.0,1
2025-06-23,Madrid Barajas,60.71,75.0,21.80612245,14.78589527,7.020227179,95.27,Spain,6,0,0,Summer,Large,28.8,0.5,15.7,1
2024-11-16,Palma de Mallorca,89.35,90.29,6.715976331,5.598857143,1.117119189,93.05,Spain,11,5,1,Autumn,Small,15.6,0.0,11.9,0
2023-07-20,Barcelona,62.5,73.52,18.28316257,14.4865241,3.796638468,97.86,Spain,7,3,0,Summer,Large,26.3,0.0,17.7,1
2024-09-28,Palma de Mallorca,56.06,71.17,19.71457906,13.87750511,5.837073943,95.42,Spain,9,5,1,Autumn,Small,19.8,2.2,21.2,1
2025-11-28,Barcelona,78.17,84.45,11.8004158,8.256512605,3.543903195,96.07,Spain,11,4,0,Autumn,Large,8.4,0.0,11.4,0
2022-05-05,Madrid Barajas,80.89,87.86,11.67682927,8.652057613,3.024771655,95.62,Spain,5,3,0,Spring,Large,15.3,0.0,20.5,0
2022-05-30,Palma de Mallorca,63.52,71.28,20.42217848,18.11309835,2.309080131,91.99,Spain,5,0,0,Spring,Small,21.5,0.0,16.0,1
2023-11-12,Barcelona,78.39,88.25,12.42758621,7.507296467,4.92028974,97.4,Spain,11,6,1,Autumn,Large,18.2,0.0,24.0,0
2024-04-09,Barcelona,74.79,79.65,11.51068376,10.47380952,1.036874237,93.59,Spain,4,1,0,Spring,Large,14.1,1.1,19.5,0
2024-08-02,Barcelona,45.68,49.81,36.12284069,37.34077267,-1.217931978,94.49,Spain,8,4,0,Summer,Large,27.5,0.0,13.7,1
2025-03-25,Palma de Mallorca,91.18,91.72,10.64117647,5.332741617,5.308434853,97.27,Spain,3,1,0,Spring,Small,11.5,5.1,14.1,0
2026-02-12,Barcelona,32.13,41.01,68.68894602,50.55345992,18.1354861,84.37,Spain,2,3,0,Winter,Large,15.9,0.0,45.5,1
2023-08-17,Madrid Barajas,71.53,83.4,14.01663586,8.758706468,5.257929392,96.84,Spain,8,3,0,Summer,Large,27.4,0.0,14.6,0
2024-08-16,Palma de Mallorca,13.08,19.43,90.50400844,75.74182004,14.7621884,89.95,Spain,8,4,0,Summer,Small,24.0,4.5,19.1,1
2022-12-13,Madrid Barajas,54.6,50.52,23.00400976,22.92047519,0.083534571,95.43,Spain,12,1,0,Winter,Large,13.5,29.3,30.0,1
2024-09-04,Barcelona,27.98,25.2,70.29122085,73.19361339,-2.902392537,90.0,Spain,9,2,0,Autumn,Large,20.7,16.3,10.3,1
2025-04-10,Madrid Barajas,67.18,79.46,16.4034188,9.976655443,6.42676336,94.95,Spain,4,3,0,Spring,Large,14.5,0.0,13.4,1
2022-06-30,Barcelona,47.77,57.89,30.30357143,27.64103738,2.662534053,93.31,Spain,6,3,0,Summer,Large,23.3,0.4,26.7,1
2024-12-03,Palma de Mallorca,86.96,91.3,7.608695652,4.807536232,2.80115942,89.63,Spain,12,1,0,Winter,Small,13.6,3.6,13.9,0
2023-03-09,Barcelona,25.82,35.71,44.64116848,39.61845238,5.022716097,94.0,Spain,3,3,0,Spring,Large,15.8,0.5,27.0,1
2022-10-17,Barcelona,62.47,74.01,16.17041943,12.6606094,3.509810028,96.88,Spain,10,0,0,Autumn,Large,21.3,1.6,20.5,1
2024-06-19,Palma de Mallorca,38.72,45.85,37.76541298,32.88074964,4.884663343,94.77,Spain,6,2,0,Summer,Small,23.1,0.4,16.1,1
2024-06-05,Palma de Mallorca,69.84,79.73,14.90249433,10.59290053,4.3095938,95.15,Spain,6,2,0,Summer,Small,20.6,0.0,14.1,0
2025-10-24,Barcelona,66.12,75.36,17.96153846,12.48418491,5.477353547,97.58,Spain,10,4,0,Autumn,Large,17.9,0.0,17.0,1
2023-06-20,Barcelona,52.94,67.43,25.25791855,18.71017464,6.547743913,96.27,Spain,6,1,0,Summer,Large,23.5,0.0,18.3,1
2022-11-05,Palma de Mallorca,91.94,94.18,8.517204301,2.661199295,5.856005007,89.5,Spain,11,5,1,Autumn,Small,18.0,0.0,25.3,0
2022-07-08,Barcelona,53.53,64.39,25.67776588,19.62004264,6.057723238,95.87,Spain,7,4,0,Summer,Large,24.1,0.0,16.5,1
2022-07-10,Palma de Mallorca,36.4,61.88,45.97449438,30.0642003,15.91029408,87.55,Spain,7,6,1,Summer,Small,26.5,0.0,20.1,1
2025-10-13,Madrid Barajas,73.8,81.38,14.10613599,9.580816555,4.525319432,96.14,Spain,10,0,0,Autumn,Large,18.0,1.5,8.4,0
2022-10-07,Barcelona,48.92,56.01,26.84913793,24.64624464,2.202893296,91.49,Spain,10,4,0,Autumn,Large,19.5,5.7,27.6,1
2023-01-02,Barcelona,65.0,69.74,18.77368421,17.38333333,1.390350877,98.22,Spain,1,0,0,Winter,Large,11.1,0.0,10.5,1
2023-03-29,Palma de Mallorca,59.92,63.75,21.2278481,17.82479167,3.403056435,93.21,Spain,3,2,0,Spring,Small,14.1,0.0,12.2,1
2024-06-15,Barcelona,58.35,66.96,22.12581345,17.1690372,4.95677625,96.54,Spain,6,5,1,Summer,Large,19.6,0.0,19.1,1
2024-11-22,Barcelona,58.99,68.24,23.74841438,22.13826896,1.610145421,96.19,Spain,11,4,0,Autumn,Large,15.4,0.1,29.1,1
2022-09-28,Barcelona,83.49,79.63,8.571029874,10.08489703,-1.513867151,97.35,Spain,9,2,0,Autumn,Large,20.4,0.0,17.8,0
2023-07-15,Palma de Mallorca,47.88,55.51,32.18339768,27.16208897,5.021308709,91.91,Spain,7,5,1,Summer,Small,26.4,0.0,16.2,1
2026-01-22,Barcelona,80.2,85.43,8.679744224,7.918927973,0.760816251,94.39,Spain,1,3,0,Winter,Large,11.5,1.5,25.3,0
2023-08-30,Palma de Mallorca,64.32,72.65,20.25,17.01053812,3.239461883,94.18,Spain,8,2,0,Summer,Small,22.3,0.7,14.3,1
2022-01-11,Palma de Mallorca,96.0,97.26,1.893333333,1.552283105,0.341050228,84.04,Spain,1,1,0,Winter,Small,10.9,0.0,19.1,0
2025-11-12,Palma de Mallorca,87.83,93.04,7.869565217,4.128115942,3.741449275,92.59,Spain,11,2,0,Autumn,Small,17.0,0.0,13.2,0
2023-02-16,Madrid Barajas,62.18,70.3,19.68697479,15.56816239,4.118812397,94.4,Spain,2,3,0,Winter,Large,6.4,0.0,11.5,1
2023-08-21,Palma de Mallorca,64.69,77.24,16.89962035,12.03233716,4.867283185,94.58,Spain,8,0,0,Summer,Small,28.2,0.0,20.1,1
2022-09-08,Palma de Mallorca,57.22,62.66,23.36096257,20.32397737,3.036985195,94.75,Spain,9,3,0,Autumn,Small,27.2,0.0,18.1,1
2022-04-22,Barcelona,77.43,78.82,12.61326207,12.36117647,0.252085604,98.62,Spain,4,4,0,Spring,Large,14.3,0.0,23.9,0
2023-03-30,Palma de Mallorca,57.84,67.05,22.54477612,16.93989899,5.60487713,93.0,Spain,3,3,0,Spring,Small,13.6,0.0,14.8,1
2023-01-03,Barcelona,78.61,83.95,11.58959538,8.263705826,3.32588955,98.34,Spain,1,1,0,Winter,Large,11.4,0.1,11.7,0
2022-03-31,Madrid Barajas,84.26,82.24,9.961714708,9.853216374,0.108498334,93.15,Spain,3,3,0,Spring,Large,8.2,2.1,10.4,0
2025-08-28,Barcelona,37.6,31.33,50.50968992,58.60625403,-8.096564107,92.25,Spain,8,3,0,Summer,Large,23.5,7.1,12.5,1
2022-08-09,Barcelona,73.94,77.55,13.10097809,11.95054012,1.150437967,95.86,Spain,8,1,0,Summer,Large,27.1,0.0,13.9,0
2025-06-28,Palma de Mallorca,44.51,68.88,31.29215686,20.32941176,10.9627451,91.72,Spain,6,5,1,Summer,Small,27.9,0.0,19.9,1
2024-05-05,Madrid Barajas,65.96,67.66,15.9787234,16.22809022,-0.249366812,94.39,Spain,5,6,1,Spring,Large,15.5,1.8,25.8,1
2025-09-03,Palma de Mallorca,67.18,81.68,17.09030837,11.901766,5.188542366,95.29,Spain,9,2,0,Autumn,Small,24.4,0.0,14.1,1
2023-12-06,Madrid Barajas,72.98,86.48,14.1321499,7.732273028,6.399876873,96.35,Spain,12,2,0,Winter,Large,5.5,0.0,9.5,0
2026-03-26,Madrid Barajas,72.54,84.9,12.68174475,7.545400433,5.136344317,94.22,Spain,3,3,0,Spring,Large,10.5,0.0,21.9,0
2023-12-22,Madrid Barajas,58.38,71.43,21.09700176,18.54471545,2.552286317,94.63,Spain,12,4,0,Winter,Large,5.1,0.0,9.7,1
2024-03-01,Barcelona,72.25,81.22,17.52202643,13.83839156,3.683634874,95.54,Spain,3,4,0,Spring,Large,13.0,3.0,16.2,1
2024-07-02,Palma de Mallorca,64.22,76.12,20.33836207,15.47587065,4.862491422,92.9,Spain,7,1,0,Summer,Small,23.3,0.0,21.4,1
2023-04-07,Barcelona,80.87,85.26,10.92336957,8.171688034,2.751681531,97.31,Spain,4,4,0,Spring,Large,12.7,0.0,25.0,0
2024-10-28,Palma de Mallorca,64.84,76.32,17.47985348,13.14874687,4.331106613,87.92,Spain,10,0,0,Autumn,Small,19.5,23.3,16.0,1
2026-04-16,Madrid Barajas,78.42,87.22,11.3261944,7.833333333,3.492861065,93.33,Spain,4,3,0,Spring,Large,18.1,0.0,12.9,0
2023-07-06,Barcelona,58.73,68.79,22.51129363,21.66704312,0.844250513,97.12,Spain,7,3,0,Summer,Large,23.5,7.7,13.2,1
2024-10-21,Barcelona,60.65,76.4,20.52091255,13.97005158,6.550860968,96.42,Spain,10,0,0,Autumn,Large,18.6,0.0,17.3,1
2024-01-17,Madrid Barajas,63.58,72.53,18.56993534,17.23075823,1.339177119,92.94,Spain,1,2,0,Winter,Large,11.2,11.9,27.5,1
2025-11-29,Madrid Barajas,71.69,83.91,14.38602941,14.6138635,-0.227834086,95.85,Spain,11,5,1,Autumn,Large,4.3,0.0,6.7,0
2022-07-18,Barcelona,61.05,63.16,25.52647702,26.17094298,-0.644465958,93.73,Spain,7,0,0,Summer,Large,25.1,0.0,11.4,1
2024-01-21,Palma de Mallorca,90.48,91.78,6.700680272,3.712557078,2.988123194,95.06,Spain,1,6,1,Winter,Small,8.8,0.0,12.2,0
2026-02-16,Barcelona,66.88,74.63,16.12083333,13.00478686,3.116046471,96.65,Spain,2,0,0,Winter,Large,15.3,0.0,24.2,1
2023-02-07,Barcelona,70.79,79.74,15.18306878,10.84030011,4.342768676,95.89,Spain,2,1,0,Winter,Large,8.8,24.1,42.9,1
2024-10-07,Palma de Mallorca,63.66,67.92,20.27159566,17.99014202,2.281453634,96.58,Spain,10,0,0,Autumn,Small,23.8,0.0,20.1,1
2026-03-04,Palma de Mallorca,95.1,92.96,3.944055944,4.056338028,-0.112282084,94.94,Spain,3,2,0,Spring,Small,15.4,0.0,28.3,0
2024-06-30,Palma de Mallorca,41.65,56.09,38.82474227,30.73595938,8.088782884,91.18,Spain,6,6,1,Summer,Small,24.0,0.0,15.4,1
2025-10-15,Palma de Mallorca,69.12,79.7,16.10784314,10.09995875,6.007884391,94.53,Spain,10,2,0,Autumn,Small,19.1,1.2,15.5,1
2024-12-07,Palma de Mallorca,82.17,79.1,9.837209302,10.81517413,-0.977964827,91.03,Spain,12,5,1,Winter,Small,14.1,0.0,43.9,0
2022-01-06,Istanbul,87.83,76.14,10.24657916,17.08096386,-6.834384699,90.52,Turkey,1,3,0,Winter,Large,14.2,0.0,36.8,0
2025-01-22,Antalya,87.5,83.91,5.727272727,7.020114943,-1.292842215,90.09,Turkey,1,2,0,Winter,Medium,12.0,53.8,14.2,0
2023-04-14,Antalya,49.57,44.02,23.75327635,29.42913105,-5.675854701,96.76,Turkey,4,4,0,Spring,Medium,14.8,0.0,15.0,1
2025-02-03,Antalya,93.75,90.7,3.7,5.860465116,-2.160465116,90.74,Turkey,2,0,0,Winter,Medium,11.7,0.0,10.7,0
2025-02-20,Istanbul Sabiha Gokcen,19.84,22.71,72.04365079,64.9123506,7.131300196,86.47,Turkey,2,3,0,Winter,Medium,1.1,1.6,20.3,1
2024-06-30,Antalya,19.89,22.48,89.05951705,93.70551249,-4.645995444,90.78,Turkey,6,6,1,Summer,Medium,32.7,0.0,25.7,1
2025-04-24,Antalya,68.42,60.47,15.43569501,16.99567183,-1.559976828,90.85,Turkey,4,3,0,Spring,Medium,16.7,16.0,19.5,1
2024-10-18,Istanbul Sabiha Gokcen,75.72,78.32,11.96485623,10.98058252,0.984273706,96.18,Turkey,10,4,0,Autumn,Medium,12.0,1.2,19.9,0
2022-01-09,Antalya,56.12,49.04,43.97534014,42.22900641,1.746333726,92.62,Turkey,1,6,1,Winter,Medium,11.6,44.9,31.2,1
2025-04-06,Istanbul,71.04,61.9,14.80637523,19.87011338,-5.063738151,94.03,Turkey,4,6,1,Spring,Large,10.8,7.0,26.4,0
2025-11-10,Istanbul Sabiha Gokcen,83.33,85.75,9.59039548,8.002739726,1.587655754,95.56,Turkey,11,0,0,Autumn,Medium,16.7,0.0,8.8,0
2022-10-22,Istanbul Sabiha Gokcen,68.68,69.93,16.19424674,15.43864734,0.755599395,97.01,Turkey,10,5,1,Autumn,Medium,12.6,0.0,10.2,1
2023-09-29,Istanbul,55.81,57.22,30.70021246,34.25585648,-3.555644017,91.88,Turkey,9,4,0,Autumn,Large,20.0,0.9,13.1,1
2022-07-22,Istanbul,66.4,57.7,19.61191614,23.31548742,-3.703571286,95.06,Turkey,7,4,0,Summer,Large,23.2,0.0,11.9,1
2025-04-15,Istanbul,88.08,86.39,8.180467572,9.689201183,-1.508733612,94.56,Turkey,4,1,0,Spring,Large,9.5,0.0,14.5,0
2024-03-16,Antalya,93.6,87.69,4.888,8.353846154,-3.465846154,95.36,Turkey,3,5,1,Spring,Medium,13.6,0.0,15.3,0
2023-06-21,Istanbul Sabiha Gokcen,57.14,63.27,20.37785161,18.53837868,1.839472921,94.03,Turkey,6,2,0,Summer,Medium,21.4,1.0,10.1,1
2025-04-02,Antalya,82.25,72.09,8.388461538,12.09476744,-3.706305903,88.89,Turkey,4,2,0,Spring,Medium,13.9,25.7,28.6,0
2022-04-21,Istanbul Sabiha Gokcen,86.25,84.52,8.405833333,10.48479777,-2.078964435,96.88,Turkey,4,3,0,Spring,Medium,10.6,1.5,21.3,0
2025-03-04,Antalya,94.81,90.48,2.896103896,5.468650794,-2.572546898,88.42,Turkey,3,1,0,Spring,Medium,13.2,0.0,19.3,0
2024-04-08,Antalya,90.48,85.05,4.857142857,9.597938144,-4.740795287,89.92,Turkey,4,0,0,Spring,Medium,18.9,0.0,24.8,0
2025-04-01,Istanbul,78.02,68.63,13.22271386,18.26186526,-5.039151395,93.06,Turkey,4,1,0,Spring,Large,9.6,5.6,17.2,0
2022-01-08,Istanbul Sabiha Gokcen,93.72,90.99,4.356624826,5.361087268,-1.004462442,94.27,Turkey,1,5,1,Winter,Medium,10.0,0.0,16.4,0
2025-02-17,Istanbul Sabiha Gokcen,74.77,86.15,12.37959502,8.894769231,3.484825785,96.2,Turkey,2,0,0,Winter,Medium,5.3,18.5,20.6,0
2024-08-02,Istanbul Sabiha Gokcen,52.21,60.12,31.43362832,27.79758308,3.636045237,96.4,Turkey,8,4,0,Summer,Medium,24.8,0.0,22.3,1
2025-03-13,Istanbul,91.18,91.0,6.358877996,9.813284233,-3.454406238,93.1,Turkey,3,3,0,Spring,Large,17.7,0.0,20.3,0
2023-07-25,Istanbul,54.08,54.73,27.83627308,29.54526929,-1.708996206,88.82,Turkey,7,1,0,Summer,Large,26.7,0.0,12.3,1
2023-09-16,Istanbul,69.76,67.22,18.62874465,18.06390051,0.564844139,91.89,Turkey,9,5,1,Autumn,Large,22.0,0.0,25.5,1
2025-04-23,Istanbul,78.98,79.2,13.21798054,13.36081613,-0.142835591,94.8,Turkey,4,2,0,Spring,Large,11.5,0.0,19.9,0
2022-01-24,Antalya,65.22,54.9,22.70978261,30.83562092,-8.125838306,71.01,Turkey,1,0,0,Winter,Medium,4.1,0.0,29.5,1
2022-07-09,Istanbul,59.08,50.25,24.2322695,30.51998902,-6.287719513,94.54,Turkey,7,5,1,Summer,Large,22.3,11.3,27.4,1
2024-10-31,Antalya,70.69,69.33,17.12413793,19.30666667,-2.182528736,88.38,Turkey,10,3,0,Autumn,Medium,20.6,0.0,20.0,1
